Var1,Freq,names.mytab.
"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Specific programs:",1,"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Not influenced by advertisers,Range of programming,Specific programs:"
"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Not influenced by government,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:",1,"Perceived lack of bias in the news and reporting,Publicly funded,Non-profit,Range of programming,Accessibility to PBS,Nostalgic connection with PBS,Specific programs:"
"Perceived lack of bias in the news and reporting,Publicly funded,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Children’s programming",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Children’s programming"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Local affiliates",2,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Local affiliates"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Range of programming,Specific programs:",2,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by advertisers,Range of programming,Specific programs:"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government",3,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Children’s programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Children’s programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Children’s programming,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Children’s programming,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Children’s programming,Range of programming,Accessibility to PBS,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Nostalgic connection with PBS",2,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Range of programming",2,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Local affiliates,Range of programming"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers",2,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Children’s programming,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Accessibility to PBS,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Nostalgic connection with PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Local affiliates,Nostalgic connection with PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS",1,"Perceived lack of bias in the news and reporting,Publicly funded,Not influenced by government,Not influenced by advertisers,Range of programming,Accessibility to PBS"
"Perceived lack of bias in the news and reporting,Publicly funded,Specific programs:",1,"Perceived lack of bias in the news and reporting,Publicly funded,Specific programs:"
"Perceived lack of bias in the news and reporting,Quality of the news",22,"Perceived lack of bias in the news and reporting,Quality of the news"
"Perceived lack of bias in the news and reporting,Quality of the news,Accessibility to PBS",10,"Perceived lack of bias in the news and reporting,Quality of the news,Accessibility to PBS"
